KEY,English,Turkish,German,Spanish,Italian,Portuguese,French,Hungarian,Polish,Russian,Malay,Czech,Thai,Chinese,Korean,Japanese,Arabic,Indonesian,Romanian,Vietnamese
END_101_2,Arghh... I need a mule!,Ahh! Bu ne ağır bi çanta böyle! Genç yaşta kamburum çıkacak!,Argh... ich brauche einen Lastesel!,Cómo pesa... Me vendría bien una mula.,Argh! Ho bisogno di un mulo!,Arghh... Preciso de uma mula!,Argh ! Il me faudrait un baudet !,"Úúú, de nehéz az iskolatáska... Mindjárt hanyatt esek!",Ech... Potrzebuję wielbłąda!,"А-а... Мне нужен ослик, чтобы все это тащить!",Arghh... Beratnya beg ni!,Uf… potřebovala bych mulu!,อ่า...พี่ไปหาลามาแบก กระเป๋าให้หน่อยสิ,呃⋯我需要一頭驢子！,아아... 노새가 필요해!,あぁ...ラバがほしい！,أه! أحتاج حمار لحمل الحقيبة!,Ahhh ... Aku mau naik keledai ke sekolah!,Ufff...O să am nevoie de un măgar!,Ặc... Em cần một con la để chở cái cặp này!
END_102_1,She is either too oblivious or ignores your cheating to feel successful.,'Biz küçükken Messi karşı kapı komşumuzdu ağlardı ben yapınca sümükleri akardı hep...' - Elvan,"Entweder merkt sie wirklich gar nichts von deinen Eingriffen, oder sie ignoriert es bewusst.",Quizá no le importa hacer trampa para ganar... o quizá no presta mucha atención.,"O è dannatamente ingenua, o sta ignorando apertamente i tuoi trucchetti per non sentirsi una schiappa.",Ou ela é muito tapada ou ignora suas trapaças pra sentir que venceu.,"Soit elle est naïve, soit elle choisit de fermer les yeux.","Szandi vagy nem tud számolni, vagy képben van azzal, hogy segítesz neki csalni, és direkt nem törődik vele.","Ty znowu oszukujesz, a ona znowu wygrywa.","Либо она рассеянная, либо специально не замечает твое жульничество ради ее успеха.",Jenni sama ada terlalu alpa atau tak kisah menipu untuk rasa berjaya.,"Buď je tak nevšímavá, nebo ignoruje tvoje podvádění, aby se cítila dobře.",เธอคงจะขี้ลืมหรือไม่ก็ ทำเมินที่คุณโกงเพื่อให้ ตัวเองรู้สึกชนะละมั้ง,可能珍妮虛榮心作祟， 才無視作弊行為。,그녀는 부정행위를 알고도 상관없거나... 무감각하거나 둘 중 하나입니다.,彼女はあなたのズルに全く気付いていないか、無視してでも成功したいのか、のどちらかですね。,إنها إما غافلة جدًا أو تتجاهل غشك لتشعر بالنجاح.,"Ini antara Jenita yang tidak peka atau sengaja tutup mata dari kecuranganmu, agar dia merasa berhasil.","Ori e prea zăpăcită, ori ignoră că trișezi, doar ca să se simtă o campioană.",Ăn gian bất chấp để hoàn thành mục tiêu như thế luôn sao?
END_103_1,This is the ugliest unicorn I've ever seen!,Bu hayatımda gördüğüm en çirkin unicorn!,"Das ist das hässlichste Einhorn, das ich je gesehen habe!",¡Este es el unicornio más feo que haya visto en mi vida!,Questo è l'unicorno più brutto che si sia mai visto.,É o unicórnio mais feio que já vi na vida!,C’est la licorne la plus moche que j’ai jamais vue !,Ennél undibb unikornist még nem láttam!,To najbrzydszy jednorożec na świecie!,Это самый уродливый единорог в моей жизни!,Arrrggh! Huduhnya unikorn ni!,"To je ten nejošklivější jednorožec, jakého jsem kdy viděla!",ยูนิคอร์นตัวนี้น่าเกลียด ที่สุดเท่าที่เคยเห็นมาเลย!,這是我見過最醜的獨角獸！,내가 본 가장 못난 유니콘이야!,これ、今まで見た中で最も醜いユニコーンよ！,هذا أبشع حصان وحيد قرن رأيته في حياتي!,Ini unikorn paling jelek yang pernah aku lihat!,E cel mai urât unicorn pe care l-am văzut!,Đây là con kỳ lân xấu xí nhất mà em từng thấy!
END_103_2,As if you've seen any unicorns before!,Napalım bununla idare ediver artık...,Als hättest du schon mal ein Einhorn in Wirklichkeit gesehen!,Lo dices como si hubieras visto uno antes...,Come se ne avessi mai visti degli altri!,Como se já tivesse visto algum unicórnio!,Comme si tu en avais déjà vu une !,"Úgy mondod, mintha láttál volna valaha valódit...",Tak? A ile ich wcześniej spotkałaś?!,Будто ты уже видела единорогов!,Macamlah kau pernah tengok unikorn sebelum ni!,Jako bys už nějakého viděla!,เธอเคยเห็นยูนิคอร์น มาแล้วตอนไหนยะ!,講得好像妳真的見過獨角獸一樣！,유니콘을 본 적도 없으면서!,まるでユニコーンを前に見たことがあるかのようね！,كما لو كنت قد رأيت أي منهم من قبل!,Seperti yang sudah pernah lihat unikorn saja!,Vorbești de parcă ai fi văzut vreodată unicorni.,Nói cứ như em đã từng nhìn thấy kỳ lân trong đời rồi ấy!
END_104_1,"Good grief, Lily and her pranking viruses again!",Bediş yine şakacı virüs mü yükledin bilgisayarıma?!,"Du meine Güte, schon wieder Lilli und ihre Viren-Streiche!",¿En serio creaste un virus para hacerme una broma?,"Santo cielo, ancora Lilli coi suoi scherzi di virus...","Caramba, essa Lily com seus vírus de pegadinhas!",Encore Lily et ses sales blagues !,"Csenge, már megint valami csalóprogramot telepítettél a gépemre?","Lidka, ty i te twoje żarty!","Боже, опять Лиля разыгрывает меня с этим вирусом!",Hei geram betul. Ni mesti Lily yang buat prank lagi!,"Proboha, Lucie si ze mě zase snaží vystřelit.",ให้ตายเถอะ สายฝนเอา ไวรัสมาแกล้งอีกแล้ว!,真是的，莉莉又惡作劇了！,"이런, 릴리와 장난 바이러스가 다시 나타났어!",やれやれ、またもやリリーと彼女のいたずらウイルスか！,أخ من ليلى و فيروساتها المخادعة من جديد!,Lagi-lagi Licca dan virus jahilnya!,"Vai Lia, iarăși îmi pui viruși care să mă păcălească?","Trời đất quỷ thần ơn, lại là Lily và trò đùa virus nữa kìa!"
END_104_2,"Hey, I'm just trying to train your anti-virus software!",Bu konuda sessiz kalma hakkımı kullanmayı talep ediyorum.,"Hey, ich will nur dein Antiviren-Programm konditionieren!",Solo quería poner tu antivirus a prueba.,"Ehi, sto solo cercando di addestrare il tuo anti-virus!","Ei, só estou tentando treinar o seu anti-vírus!",Je voulais juste tester ton antivirus !,"Hékás, én csak kíváncsi voltam rá, elég jó-e a vírusirtód.",Chciałam tylko poćwiczyć programowanie!,"Эй, я просто пытаюсь обучить твою антивирусную программу!",Aku cuma nak uji perisian anti virus ni je. Aku tolong ikhlas ni!,"Hele, jenom trénuju váš antivirus!",ฉันแค่ทดสอบโปรแกรม ป้องกันไวรัสของคุณเฉยๆ,我只是想測測看你的防毒軟體！,그저 소프트웨어 바이러스 훈련을 시킨 것 뿐이에요!,あなたのウイルス対策ソフトの訓練をしているだけです！,أنا فقط أحاول تدريب برنامج مكافحة الفيروسات الخاص بك!,"Hei, aku cuma mau mengetes antivirus di komputermu!",Nu! Voiam doar să îți antrenez programul antivirus.,"Này, tôi chỉ đang cố huấn luyện phần mềm diệt virus của bạn thôi mà!"
END_105_1,"Bending the planet like that must have given even more damage than that asteroid could inflict, but I won't argue against your methods.","Dünyayı öyle esnetmek gök taşı çarpmasından daha fazla zarar vermiştir, ama sen fazla kafana takma.","Die Erde so zu dehnen hat vermutlich mehr Schaden gemacht, als der Asteroid angerichtet hätte. Aber ich will mal deine Methoden nicht in Frage stellen.",Creo que el asteroide no habría ocasionado tanto daño como el que nosotros causamos doblando el planeta de esa manera.,"Piegare il pianeta in quel modo avrà causato più danni che l'impatto con l'asteroide, ma non sono qui per giudicare i tuoi metodi.","Dobrar o planeta desse jeito deve ter causado mais dano que o asteroide causaria, mas não vou contestar seus métodos.",Vous avez sans doute causé plus de dégâts que ce que ce petit astéroïde aurait fait...,"Ezzel a mutatvánnyal valószínűleg nagyobb kárt okoztál a bolygóban, mint amekkorára az aszteroida képes lett volna. Mindenesetre nekem nyolc, te vagy a főnök...","To musiało wyrządzić więcej szkód niż uderzenie asteroidy, ale nie będziemy się kłócić.","Если так изогнуть планету, от этого действия будет намного больше ущерба, чем от астероида. Но я не буду спорить с твоими методами.",Bumi lagi cepat rosak kalau buat begitu. Tapi aku malas nak fikir banyak asalkan boleh lepas tahap ni.,"Takové ohnutí planety muselo nadělat více škody, než by nadělal ten asteroid, ale nebudu proti tvým metodám nic namítat.",การงอดาวเคราะห์แบบนั้น สร้างความเสียหายมากกว่า ที่อุกกาบาตชนซะอีก แต่ฉันก็ไม่แย้งวิธีการ ของคุณหรอกนะ,這樣造成的傷害可能比小行星撞地球還嚴重。 但我不想跟你爭辯。,행성을 구부리는 것은 소행성 보다 더 큰 피해를 줍니다. 하지만 조용할게요.,惑星を曲げることは、小惑星が与えるより、より大きなダメージを与えたに違いないと思いますが、あなたのやり方に反対はしません。,أن ثني الكوكب بهذا الشكل قد تسبب في ضرر أكبر مما كان قد يسببه ذلك النيزك، لكنني لن أجادل أساليبك.,"Membengkokkan bumi seperti itu pasti berdampak lebih besar daripada ditabrak asteroid, tetapi aku tidak akan protes.","Deformând Pământul astfel, probabil ai făcut mai multe pagube decât ar fi făcut asteroidul, dar nu mă bag peste metodele tale.","Thiệt hại từ việc uốn cong hành tinh như thế này chắc chắn còn nhiều hơn so với việc tiểu hành tinh đâm vào trái đất, nhưng tôi sẽ không phản đối phương pháp của bạn đâu."
END_106_1,Are you going to cook me instead?!,Tavuklar yerine beni mi pişireceksin yoksa?!,Willst du etwa mich stattdessen in die Suppe werfen?!,¿Entonces me vas a cocinar a mí?,Vuoi forse cucinare me?,Vai me assar?!,C’est moi que tu vas faire cuire ?,Ezért ugye nem én fogok a sütőbe kerülni?!,Chcesz mnie przyrządzić na kolację?!,Ты хочешь приготовить суп из меня?!,Kakak nak masak Kiki ke?!,Místo toho uvaříš mě?!,พี่จะกินฉัน แทนหรอ?!,妳難不成要把我宰了嗎？,닭 대신 날 요리할 거야?!,代わりに私を調理するつもり？！,هل ستطهي لي بدلاً من ذلك ؟!,"Jadi, Kakak mau memasak untukku, kan?",Acum vrei să mă gătești pe mine?!,Chị sẽ nấu em luôn sao?!
END_106_2,"Well, depends on how well you taste.",Lezzetli misin ona bağlı...,"Kommt drauf an, wie gut zu schmeckst.",Depende... ¿Acaso sabes bien?,"Beh, dipende da che sapore hai...",Depende do seu sabor.,"Ça dépend, tu es au poulet ?",Hát... Mennyire érzed magad finom falatnak?,"To zależy, czy smakujesz jak kurczak.",Смотря как ты хороша на вкус.,Hmm.... kakak tengah fikir lagi ni.,"No, záleželo by na tom, jak dobře chutnáš.",ขึ้นอยู่ว่ากับเธอ รสชาติเป็นไง,那就看妳好不好吃囉⋯,"음, 어떤 맛이냐에 따라 다르지.",そうね、あなたがどれだけ美味しいかによるわ。,حسنًا، يعتمد ذلك على مدى ذوقك.,Asal kamu memakan semua yang Kakak masak.,Păi... Ești suficient de gustoasă?,"À thì, cái đó còn phụ thuộc vào hương vị của em nữa."
END_107_1,I could've jumped if I wanted to...,"İstesem zıplardım aslında, ama böylesi daha güvenli. (yersen)","Ich hätte rüberspringen können, wenn ich es gewollt hätte...",Podría haber llegado con un salto...,"Sarei riuscita a saltare, se avessi voluto...",Eu poderia ter saltado se eu quisesse...,J’aurais pu sauter !,"Át tudtam volna ugrani, ha nagyon akarok...",Mogłam to na luzie przeskoczyć...,"Я бы прыгнула, если бы захотела...","Kalau nak, aku boleh je lompat tebing ni...","Přeskočila bych to, kdybych chtěla…",ฉันโดดได้อยู่แล้วน่า แค่ขี้เกียจโชว์...,要是我試試也是跳得過去的啦⋯,마음만 먹으면 점프할 수 있었는데...,ジャンプしようと思えばできたわ...,كان بإمكاني القفز إذا أردت ...,Aku bisa saja melompatinya kalau aku mau ...,"Dacă chiar voiam, puteam să sar...",Tôi có thể nhảy nếu tôi muốn nhé...
END_108_1,Eughh! How do you eat these?!,"Iyyy! Bunları nasıl yiyorsun, kusmuk gibi tadı var!",Igitt! Wie kannst du die essen?!,Qué asco... ¿En serio te las vas a comer?,Bleah! Come fai a mangiare questa roba?,Ecaaa! Como você come essas coisas?,Beurk... Comment tu peux manger ça ?,Az áldóját! Hogy bírod te ezeket megenni?,Fuj! Jak możesz to jeść?,Фу! Как ты их ешь?!,Eughh! Kau makan ke biskut macam ni?!,Ble! Jak to můžeš vůbec jíst?!,แหวะ! นี่หลานกินมัน เข้าไปได้ไง?!,呃！妳怎麼吃得下去？!,으악! 이걸 어떻게 먹어?!,うえ！こんなの食べるのか？！,كيف تأكلي هذه الكعكات؟!,Huek! Kok kamu bisa memakan ini?!,Vai! Cum poți să mănânci așa ceva?,Ọe! Sao cháu ăn món này được hay thế?!
END_108_2,They will go to waste if I don't eat them. I sacrifice myself!,"Aynen dayıcığım, ben de çöpe gitmesin diye zorla yiyorum zaten!","Sie würden sonst schlecht werden, ich opfere mich!",Se echarán a perder si no lo hago. ¡Es un sacrificio que estoy dispuesta a soportar!,"Se non li mangio finiranno nella spazzatura, devo sacrificarmi.",Vai ser desperdício se eu não comer. Eu faço o sacrifício!,Ce serait du gaspillage de les laisser. Je me sacrifie !,"Nem hagyhatom, hogy kárba vesszenek. Áldozatot kell hoznom.",Inaczej się zmarnują. Jestem gotowa na to poświęcenie!,"Они испортятся, если я их не съем. Я пожертвую собой!",Kalau tak makan nanti membazir pulak.. Lily rela berkorban supaya tak membazir!,"Byla by škoda, kdyby je nikdo nesnědl. Obětuju se!",ทิ้งไปก็เสียดายของ หนูก็เลยต้องเสียสละ กินให้หมดค่ะ!,不能浪費！ 就算不好吃，我也得犧牲自己！,모두 버려지겠죠. 저를 희생할게요!,食べなければ、無駄になってしまう。自分を犠牲にするわ！,سأضطر لرميهم إذا لم آكلهم. أنا أضحي بنفسي!,"Kukisnya mubazir kalau tidak dimakan. Lagipula, aku bisa tahan, kok!","Cu greu. Dacă nu mă sacrific să le mănânc, o să se strice.",Chúng sẽ trở nên lãng phí nếu không có ai ăn. Cháu đã hy sinh bản thân mình đấy!
END_109_1,Sigh... All bark no bite...,Havlayan köpek ısırmaz diye boşuna dememişler...,"Wie erwartet, nur Gebelle und nichts dahinter.",Bueno... Perro que ladra no muerde.,Meh... Can che abbaia non morde...,Ufa... Cão que ladra não morde...,Ha ha ! Tout ce qui aboie ne mord pas.,"Chh... Amelyik kutya ugat, az nem harap...","Pfff... Dużo szczekania, mało gryzienia...","Фух... Громко лает, да не кусает...","Eleh... Bising je, tapi tak gaduh pun...","Kdo štěká, nekouše…",นี่สินะ...หมาเห่า ใบตองแห้ง,原來只是做做樣子⋯,하... 모두 짖기만 하고 물지 않네...,ふぅ...吠えるだけで噛まない...,ما كل هذا النباح!,"Fiuh ... Untung hanya saling menggonggong, tidak saling menggigit.","Mda... Câinele care latră, nu mușcă.",Haizz... Chó sủa là chó không cắn mà...
END_11_1,"Ok, now it's your turn. What's your bank account password?","Tabii ki kandırdım :)) 7 büyük harf, 3 sayı ve 5 çılgın karakterden oluşan şifremi sana asla söylemem...","Ok, jetzt bist du an der Reihe. Wie lautet dein Bankkonto-Passwort?","Bien, ahora es tu turno. ¡Dime tu contraseña!","OK, ora tocca a te. Qual è il tuo pin del bancomat?","Agora é sua vez, qual é sua senha do banco?",À vous ! C’est quoi votre code de carte bleue ?,"Oké, most te jössz. Áruld el az e-bankod PIN-kódját és a számlaszámodat.",Teraz Twoja kolej. Jakie masz hasło do aplikacji bankowej?,"Хорошо, а теперь твоя очередь. Какой пароль от твоего банковского счета?","Ok, Sekarang giliran korang pula. Apa kata laluan akaun bank korang ehh?",Teď ty. Jaké je heslo k tvému bankovnímu účtu?,โอเค ตาคุณบ้าง  รหัสเอทีเอ็มของคุณ คืออะไร?,換你了。 告訴我你的提款密碼吧！,"자, 당신 차례입니다. 은행 계좌 비밀번호는 무엇입니까?",はい、次はあなたの番です。銀行口座のパスワードは何ですか？,حسنًا، حان دورك الآن. ما هي كلمة مرور حسابك المصرفي؟,"Oke, sekarang aku yang bertanya. Berapa nomor rekening bankmu?","Bine, acum e rândul tău. Care e parola cardului tău bancar?","Được rồi, giờ đến lượt bạn. Mật khẩu tài khoản ngân hàng của bạn là gì thế?"
END_110_1,I guess that's why you should always think outside the box.,Olaylara farklı açılardan bakmanın önemini de bu bölüm sonunda belirtmiş olalım... :),"Lass dich nie von Vorurteilen einboxen, ist wohl die Lehre hier.",Por eso siempre hay que ver las cosas desde otro ángulo.,Pensare fuori dagli schemi può risolvere molti dilemmi.,Acho que é por isso que devemos sempre pensar fora da caixa.,Ça ne pouvait pas être trop facile.,Ezért kell mindent több szemszögből is megvizsgálni.,Trafiłam odpowiedź bez pudła!,"Думаю, поэтому нужно мыслить за рамками общепринятого.",Sebab tu lah kita kena fikir di luar kotak.,Proto by se člověk měl na všechno dívat z jiného úhlu.,นี่สินะ...คนเราต้อง คิดนอกกรอบเสมอ,這就叫做思考框架吧。,그래서 항상 새로운 관점에서 생각해야 합니다.,だからこそ、常に既成概念にとらわれない発想が必要なのでしょう。,أعتقد أن هذا هو السبب لكي تفكر دائما خارج الصندوق.,Itu sebabnya kita harus berpikir di luar kotak. Think outside the box.,Cred că de aceea se zice să fii deschis la minte.,Suy nghĩ sáng tạo lên nào.
END_111_1,Oh no! My stomach's ghost came to haunt me again!,Allah! Donat cini musallat oldu bize!,"Oh nein! Mein Magengespenst ist wieder da, um mich heimzusuchen!","¡Ay, no! ¡Las donas estaban embrujadas!","Oh, no! È il fantasma del mio stomaco che è tornato per perseguitarmi!",Essa não! O fantasma do meu estômago voltou para me assombrar!,Oh non ! C’est encore le fantôme de mon corps svelte !,"Ne már! Ez a kísértet mindig megjelenik, ha bucira eszem magam...",O nie! Duch mojego żołądka znów mnie prześladuje!,"О, нет! Призрак моего пресса стал преследовать меня!",Alamak! Saka perut dah keluar nak hantui aku lagi!,Ale ne! Cukrový duch mě zase přišel strašit!,ไม่นะ! ผีในท้องฉัน ออกมาหลอกอีกแล้ว,喔不！我肚子裡的幽靈又跑出來了！,안 돼! 뱃속의 유령이 또 괴롭혀!,なんてこった！お腹の幽霊がまた私につきまとっている！,أوه لا! جاء شبح معدتي ليطاردني مرة أخرى!,Tidak! Hantu di perutku datang lagi!,Oh nu! Fantoma stomacului meu s-a întors să mă bântuie!,Ôi không! Con ma dạ dày lại đến ám bác rồi!
END_111_2,Then you should stop eating so much!,"O bize değil sana olmuştur dayıcım, kolay gelsin artık.",Dann solltest du nicht so viel essen!,Espero que puedas correr tan rápido como te las devoraste.,Allora dovresti smettere di mangiare così tanto!,Então você deveria parar de comer tanto!,Arrête de manger tout le temps !,Akkor ne egyél annyit! Vili?,To może przestań tyle jeść!,Тогда перестань так много есть!,Sebab tu kena kurangkan makan tu!,Pak bys měl přestat tolik jíst!,งั้นลุงก็หยุดกินเยอะ สิคะ!,那你就還是別吃太多吧！,그만 드세요!,それなら、そんなに食べるのをやめなくちゃ！,إذن عليك أن تتوقف عن الأكل كثيرا!,Makanya jangan makan sampai kekenyangan!,"Fă-o să dispară, mâncând mai puțin!",Vậy thì bác đừng ăn nhiều như vậy nữa!
